tau1_axis,tau2_axis
0,0
0.0002,0
0.0004,0
0.0006,0
0.0008,0
0.001,0
0.0012,0
0.0014,0
0.0015999999999999999,0
0.0017999999999999997,0
0.0019999999999999996,0
0.0021999999999999997,0
0.0024,0
0.0026000000000000003,0
0.0028000000000000004,0
0.0030000000000000005,0
0.0032000000000000006,0
0.0034000000000000007,0
0.0036000000000000008,0
0.003800000000000001,0
0.004000000000000001,0
0.0042000000000000015,0
0.004400000000000001,0
0.004600000000000002,0
0.004800000000000001,0
0.005000000000000002,0
0.0052000000000000015,0
0.005400000000000002,0
0.0056000000000000025,0
0.005800000000000002,0
0.006000000000000003,0
0.006200000000000002,0
0.006400000000000003,0
0.0066000000000000026,0
0.006800000000000003,0
0.007000000000000003,0
0.007200000000000003,0
0.007400000000000004,0
0.0076000000000000035,0
0.007800000000000004,0
0.008000000000000004,0
0.008200000000000004,0
0.008400000000000005,0
0.008600000000000003,0
0.008800000000000004,0
0.009000000000000005,0
0.009200000000000005,0
0.009400000000000006,0
0.009600000000000004,0
0.009800000000000005,0
0.010000000000000005,0
0.010200000000000006,0
0.010400000000000005,0
0.010600000000000005,0
0.010800000000000006,0
0.011000000000000006,0
0.011200000000000007,0
0.011400000000000006,0
0.011600000000000006,0
0.011800000000000007,0
0.012000000000000007,0
0.012200000000000006,0
0.012400000000000007,0
0.012600000000000007,0
0.012800000000000008,0
0.013000000000000008,0
0.013200000000000007,0
0.013400000000000007,0
0.013600000000000008,0
0.013800000000000008,0
0.014000000000000007,0
0.014200000000000008,0
0.014400000000000008,0
0.014600000000000009,0
0.014800000000000008,0
0.015000000000000008,0
0.015200000000000007,0
0.015400000000000006,0
0.015600000000000004,0
0.0158,0
0.016,0
0.0162,0
0.016399999999999998,0
0.016599999999999997,0
0.016799999999999995,0
0.016999999999999994,0
0.017199999999999993,0
0.017399999999999992,0
0.017599999999999987,0
0.017799999999999986,0
0.017999999999999985,0
0.018199999999999984,0
0.018399999999999982,0
0.01859999999999998,0
0.01879999999999998,0
0.01899999999999998,0
0.019199999999999978,0
0.019399999999999976,0
0.019599999999999975,0
0.019799999999999974,0
0.01999999999999997,0
0.020199999999999968,0
0.020399999999999967,0
0.020599999999999966,0
0.020799999999999964,0
0.020999999999999963,0
0.021199999999999962,0
0.02139999999999996,0
0.02159999999999996,0
0.02179999999999996,0
0.021999999999999957,0
0.022199999999999952,0
0.02239999999999995,0
0.02259999999999995,0
0.02279999999999995,0
0.022999999999999948,0
0.023199999999999946,0
0.023399999999999945,0
0.023599999999999944,0
0.023799999999999943,0
0.02399999999999994,0
0.02419999999999994,0
0.024399999999999936,0
0.024599999999999934,0
0.024799999999999933,0
0.024999999999999932,0
0.02519999999999993,0
0.02539999999999993,0
0.02559999999999993,0
0.025799999999999927,0
0.025999999999999926,0
0.026199999999999925,0
0.026399999999999924,0
0.02659999999999992,0
0.026799999999999918,0
0.026999999999999916,0
0.027199999999999915,0
0.027399999999999914,0
0.027599999999999913,0
0.02779999999999991,0
0.02799999999999991,0
0.02819999999999991,0
0.028399999999999908,0
0.028599999999999907,0
0.028799999999999906,0
0.0289999999999999,0
0.0291999999999999,0
0.0293999999999999,0
0.029599999999999897,0
0.029799999999999896,0
0.0299999999999999,0
0.0301999999999999,0
0.030399999999999903,0
0.030599999999999905,0
0.030799999999999904,0
0.030999999999999906,0
0.03119999999999991,0
0.03139999999999991,0
0.03159999999999991,0
0.03179999999999991,0
0.03199999999999992,0
0.032199999999999916,0
0.03239999999999992,0
0.03259999999999992,0
0.032799999999999926,0
0.032999999999999925,0
0.033199999999999924,0
0.03339999999999993,0
0.03359999999999993,0
0.033799999999999934,0
0.03399999999999993,0
0.03419999999999994,0
0.03439999999999994,0
0.034599999999999936,0
0.03479999999999994,0
0.03499999999999994,0
0.03519999999999995,0
