tau1_axis,tau2_axis
0,0
0.0001,0
0.0002,0
0.0003,0
0.0004,0
0.0005,0
0.0006,0
0.0007,0
0.0007999999999999999,0
0.0008999999999999999,0
0.0009999999999999998,0
0.0010999999999999998,0
0.0012,0
0.0013000000000000002,0
0.0014000000000000002,0
0.0015000000000000002,0
0.0016000000000000003,0
0.0017000000000000003,0
0.0018000000000000004,0
0.0019000000000000004,0
0.0020000000000000005,0
0.0021000000000000007,0
0.0022000000000000006,0
0.002300000000000001,0
0.0024000000000000007,0
0.002500000000000001,0
0.0026000000000000007,0
0.002700000000000001,0
0.0028000000000000013,0
0.002900000000000001,0
0.0030000000000000014,0
0.003100000000000001,0
0.0032000000000000015,0
0.0033000000000000013,0
0.0034000000000000015,0
0.0035000000000000014,0
0.0036000000000000016,0
0.003700000000000002,0
0.0038000000000000017,0
0.003900000000000002,0
0.004000000000000002,0
0.004100000000000002,0
0.004200000000000002,0
0.004300000000000002,0
0.004400000000000002,0
0.004500000000000002,0
0.0046000000000000025,0
0.004700000000000003,0
0.004800000000000002,0
0.0049000000000000024,0
0.005000000000000003,0
0.005100000000000003,0
0.005200000000000002,0
0.005300000000000003,0
0.005400000000000003,0
0.005500000000000003,0
0.005600000000000003,0
0.005700000000000003,0
0.005800000000000003,0
0.005900000000000003,0
0.006000000000000004,0
0.006100000000000003,0
0.006200000000000003,0
0.0063000000000000035,0
0.006400000000000004,0
0.006500000000000004,0
0.006600000000000003,0
0.006700000000000004,0
0.006800000000000004,0
0.006900000000000004,0
0.007000000000000004,0
0.007100000000000004,0
0.007200000000000004,0
0.007300000000000004,0
0.007400000000000004,0
0.007500000000000004,0
0.0076000000000000035,0
0.007700000000000003,0
0.007800000000000002,0
0.0079,0
0.008,0
0.0081,0
0.008199999999999999,0
0.008299999999999998,0
0.008399999999999998,0
0.008499999999999997,0
0.008599999999999997,0
0.008699999999999996,0
0.008799999999999994,0
0.008899999999999993,0
0.008999999999999992,0
0.009099999999999992,0
0.009199999999999991,0
0.00929999999999999,0
0.00939999999999999,0
0.00949999999999999,0
0.009599999999999989,0
0.009699999999999988,0
0.009799999999999988,0
0.009899999999999987,0
0.009999999999999985,0
0.010099999999999984,0
0.010199999999999983,0
0.010299999999999983,0
0.010399999999999982,0
0.010499999999999982,0
0.010599999999999981,0
0.01069999999999998,0
0.01079999999999998,0
0.01089999999999998,0
0.010999999999999979,0
0.011099999999999976,0
0.011199999999999976,0
0.011299999999999975,0
0.011399999999999974,0
0.011499999999999974,0
0.011599999999999973,0
0.011699999999999973,0
0.011799999999999972,0
0.011899999999999971,0
0.01199999999999997,0
0.01209999999999997,0
0.012199999999999968,0
0.012299999999999967,0
0.012399999999999967,0
0.012499999999999966,0
0.012599999999999965,0
0.012699999999999965,0
0.012799999999999964,0
0.012899999999999964,0
0.012999999999999963,0
0.013099999999999962,0
0.013199999999999962,0
0.01329999999999996,0
0.013399999999999959,0
0.013499999999999958,0
0.013599999999999958,0
0.013699999999999957,0
0.013799999999999956,0
0.013899999999999956,0
0.013999999999999955,0
0.014099999999999955,0
0.014199999999999954,0
0.014299999999999953,0
0.014399999999999953,0
0.01449999999999995,0
0.01459999999999995,0
0.01469999999999995,0
0.014799999999999949,0
0.014899999999999948,0
0.01499999999999995,0
0.01509999999999995,0
0.015199999999999951,0
0.015299999999999953,0
0.015399999999999952,0
0.015499999999999953,0
0.015599999999999954,0
0.015699999999999954,0
0.015799999999999956,0
0.015899999999999956,0
0.01599999999999996,0
0.016099999999999958,0
0.01619999999999996,0
0.01629999999999996,0
0.016399999999999963,0
0.016499999999999963,0
0.016599999999999962,0
0.016699999999999965,0
0.016799999999999964,0
0.016899999999999967,0
0.016999999999999967,0
0.01709999999999997,0
0.01719999999999997,0
0.017299999999999968,0
0.01739999999999997,0
0.01749999999999997,0
0.017599999999999973,0
0.017699999999999973,0
0.017799999999999976,0
0.017899999999999975,0
0.017999999999999974,0
0.018099999999999977,0
0.018199999999999977,0
0.01829999999999998,0
0.01839999999999998,0
0.018499999999999982,0
0.01859999999999998,0
0.01869999999999998,0
0.018799999999999983,0
0.018899999999999983,0
0.018999999999999986,0
0.019099999999999985,0
0.019199999999999988,0
0.019299999999999987,0
0.019399999999999987,0
0.01949999999999999,0
0.01959999999999999,0
0.019699999999999992,0
0.01979999999999999,0
0.019899999999999994,0
0.019999999999999993,0
0.020099999999999996,0
0.020199999999999996,0
0.020299999999999995,0
0.020399999999999998,0
0.020499999999999997,0
0.0206,0
0.0207,0
0.020800000000000003,0
0.020900000000000002,0
0.021,0
0.021100000000000004,0
0.021200000000000004,0
0.021300000000000006,0
0.021400000000000006,0
0.02150000000000001,0
0.021600000000000008,0
0.021700000000000007,0
0.02180000000000001,0
0.02190000000000001,0
0.022000000000000013,0
0.022100000000000012,0
0.022200000000000015,0
0.022300000000000014,0
0.022400000000000014,0
0.022500000000000017,0
0.022600000000000016,0
0.02270000000000002,0
0.022800000000000018,0
0.02290000000000002,0
0.02300000000000002,0
0.023100000000000023,0
0.023200000000000023,0
0.023300000000000022,0
0.023400000000000025,0
0.023500000000000024,0
0.023600000000000027,0
0.023700000000000027,0
0.02380000000000003,0
0.02390000000000003,0
0.024000000000000028,0
0.02410000000000003,0
0.02420000000000003,0
0.024300000000000033,0
0.024400000000000033,0
0.024500000000000036,0
0.024600000000000035,0
0.024700000000000034,0
0.024800000000000037,0
0.024900000000000037,0
0.02500000000000004,0
0.02510000000000004,0
0.025200000000000042,0
0.02530000000000004,0
0.02540000000000004,0
0.025500000000000043,0
0.025600000000000043,0
0.025700000000000046,0
0.025800000000000045,0
0.025900000000000048,0
0.026000000000000047,0
0.026100000000000047,0
0.02620000000000005,0
0.02630000000000005,0
0.026400000000000052,0
0.02650000000000005,0
0.026600000000000054,0
0.026700000000000054,0
0.026800000000000056,0
0.026900000000000056,0
0.027000000000000055,0
0.027100000000000058,0
0.027200000000000057,0
0.02730000000000006,0
0.02740000000000006,0
0.027500000000000063,0
0.027600000000000062,0
0.02770000000000006,0
0.027800000000000064,0
0.027900000000000064,0
0.028000000000000067,0
0.028100000000000066,0
0.02820000000000007,0
0.028300000000000068,0
0.028400000000000068,0
0.02850000000000007,0
0.02860000000000007,0
0.028700000000000073,0
0.028800000000000072,0
0.028900000000000075,0
0.029000000000000074,0
0.029100000000000074,0
0.029200000000000077,0
0.029300000000000076,0
0.02940000000000008,0
0.029500000000000078,0
0.02960000000000008,0
0.02970000000000008,0
0.02980000000000008,0
0.029900000000000083,0
0.030000000000000082,0
0.030100000000000085,0
0.030200000000000084,0
0.030300000000000087,0
0.030400000000000087,0
0.03050000000000009,0
0.03060000000000009,0
0.03070000000000009,0
0.03080000000000009,0
0.03090000000000009,0
0.031000000000000093,0
0.031100000000000093,0
0.031200000000000096,0
0.03130000000000009,0
0.031400000000000095,0
0.0315000000000001,0
0.0316000000000001,0
0.031700000000000096,0
0.0318000000000001,0
0.0319000000000001,0
0.0320000000000001,0
0.0321000000000001,0
0.032200000000000104,0
0.032300000000000106,0
0.0324000000000001,0
0.032500000000000105,0
0.03260000000000011,0
0.03270000000000011,0
0.03280000000000011,0
0.03290000000000011,0
0.03300000000000011,0
0.03310000000000011,0
0.03320000000000011,0
0.033300000000000114,0
0.03340000000000012,0
0.03350000000000011,0
0.033600000000000116,0
0.03370000000000012,0
0.033800000000000115,0
0.03390000000000012,0
0.03400000000000012,0
0.03410000000000012,0
0.03420000000000012,0
0.03430000000000012,0
0.034400000000000125,0
0.03450000000000012,0
0.034600000000000124,0
0.03470000000000013,0
0.03480000000000013,0
0.034900000000000125,0
0.03500000000000013,0
0.03510000000000013,0
0.03520000000000013,0
0.03530000000000013,0
0.03540000000000013,0
0.035500000000000136,0
0.03560000000000013,0
0.035700000000000134,0
0.03580000000000014,0
0.03590000000000013,0
0.036000000000000136,0
0.03610000000000014,0
0.03620000000000014,0
0.03630000000000014,0
0.03640000000000014,0
0.03650000000000014,0
0.03660000000000014,0
0.03670000000000014,0
0.036800000000000145,0
0.03690000000000015,0
0.037000000000000144,0
0.03710000000000015,0
0.03720000000000015,0
0.037300000000000146,0
0.03740000000000015,0
0.03750000000000015,0
0.037600000000000154,0
0.03770000000000015,0
0.03780000000000015,0
0.037900000000000156,0
0.03800000000000015,0
0.038100000000000155,0
0.03820000000000016,0
0.03830000000000016,0
0.038400000000000156,0
0.03850000000000016,0
0.03860000000000016,0
0.03870000000000016,0
0.03880000000000016,0
0.038900000000000164,0
0.039000000000000166,0
0.03910000000000016,0
0.039200000000000165,0
0.03930000000000017,0
0.039400000000000164,0
0.03950000000000017,0
0.03960000000000017,0
0.03970000000000017,0
0.03980000000000017,0
0.03990000000000017,0
0.040000000000000174,0
0.04010000000000018,0
0.04020000000000017,0
0.040300000000000176,0
0.04040000000000018,0
0.040500000000000175,0
0.04060000000000018,0
0.04070000000000018,0
0.04080000000000018,0
0.04090000000000018,0
0.04100000000000018,0
0.041100000000000185,0
0.04120000000000018,0
0.041300000000000184,0
0.04140000000000019,0
0.04150000000000019,0
0.041600000000000185,0
0.04170000000000019,0
0.04180000000000019,0
0.04190000000000019,0
0.04200000000000019,0
0.04210000000000019,0
0.042200000000000196,0
0.04230000000000019,0
0.042400000000000194,0
0.0425000000000002,0
0.04260000000000019,0
0.042700000000000196,0
0.0428000000000002,0
0.0429000000000002,0
0.0430000000000002,0
0.0431000000000002,0
0.043200000000000204,0
0.0433000000000002,0
0.0434000000000002,0
0.043500000000000205,0
0.04360000000000021,0
0.043700000000000204,0
0.04380000000000021,0
0.04390000000000021,0
0.044000000000000206,0
0.04410000000000021,0
0.04420000000000021,0
0.044300000000000214,0
0.04440000000000021,0
0.04450000000000021,0
0.044600000000000216,0
0.04470000000000021,0
0.044800000000000215,0
0.04490000000000022,0
0.04500000000000022,0
0.045100000000000216,0
0.04520000000000022,0
0.04530000000000022,0
0.04540000000000022,0
0.04550000000000022,0
0.045600000000000224,0
0.04570000000000023,0
0.04580000000000022,0
0.045900000000000225,0
0.04600000000000023,0
0.046100000000000224,0
0.04620000000000023,0
0.04630000000000023,0
0.04640000000000023,0
0.04650000000000023,0
0.04660000000000023,0
0.046700000000000234,0
0.04680000000000024,0
0.04690000000000023,0
0.047000000000000236,0
0.04710000000000024,0
0.047200000000000235,0
0.04730000000000024,0
0.04740000000000024,0
0.04750000000000024,0
0.04760000000000024,0
0.04770000000000024,0
0.047800000000000245,0
0.04790000000000024,0
0.048000000000000244,0
0.04810000000000025,0
0.04820000000000025,0
0.048300000000000246,0
0.04840000000000025,0
0.04850000000000025,0
0.04860000000000025,0
0.04870000000000025,0
0.04880000000000025,0
0.048900000000000256,0
0.04900000000000025,0
0.049100000000000255,0
0.04920000000000026,0
0.04930000000000025,0
0.049400000000000256,0
0.04950000000000026,0
0.04960000000000026,0
0.04970000000000026,0
0.04980000000000026,0
0.049900000000000264,0
0.05000000000000026,0
0.05010000000000026,0
0.050200000000000265,0
0.05030000000000027,0
0.050400000000000264,0
0.05050000000000027,0
0.05060000000000027,0
0.050700000000000266,0
0.05080000000000027,0
0.05090000000000027,0
0.051000000000000274,0
0.05110000000000027,0
0.05120000000000027,0
0.051300000000000276,0
0.05140000000000027,0
0.051500000000000275,0
0.05160000000000028,0
0.05170000000000028,0
0.051800000000000276,0
0.05190000000000028,0
0.05200000000000028,0
0.05210000000000028,0
0.05220000000000028,0
0.052300000000000284,0
0.05240000000000029,0
0.05250000000000028,0
0.052600000000000285,0
0.05270000000000029,0
0.052800000000000284,0
0.05290000000000029,0
0.05300000000000029,0
0.05310000000000029,0
0.05320000000000029,0
0.05330000000000029,0
0.053400000000000294,0
0.05350000000000029,0
0.05360000000000029,0
0.053700000000000296,0
0.0538000000000003,0
0.053900000000000295,0
0.0540000000000003,0
0.0541000000000003,0
0.054200000000000303,0
0.0543000000000003,0
0.0544000000000003,0
0.054500000000000305,0
0.0546000000000003,0
0.054700000000000304,0
0.05480000000000031,0
0.05490000000000031,0
0.055000000000000306,0
0.05510000000000031,0
0.05520000000000031,0
0.05530000000000031,0
0.05540000000000031,0
0.05550000000000031,0
0.055600000000000316,0
0.05570000000000031,0
0.055800000000000315,0
0.05590000000000032,0
0.05600000000000031,0
0.056100000000000316,0
0.05620000000000032,0
0.05630000000000032,0
0.05640000000000032,0
0.05650000000000032,0
0.056600000000000324,0
0.05670000000000032,0
0.05680000000000032,0
0.056900000000000325,0
0.05700000000000033,0
0.057100000000000324,0
0.05720000000000033,0
0.05730000000000033,0
0.057400000000000326,0
0.05750000000000033,0
0.05760000000000033,0
0.057700000000000334,0
0.05780000000000033,0
0.05790000000000033,0
0.058000000000000336,0
0.05810000000000033,0
0.058200000000000335,0
0.05830000000000034,0
0.05840000000000034,0
0.058500000000000336,0
0.05860000000000034,0
0.05870000000000034,0
0.05880000000000034,0
0.05890000000000034,0
0.059000000000000344,0
0.05910000000000035,0
0.05920000000000034,0
0.059300000000000345,0
0.05940000000000035,0
0.059500000000000344,0
0.05960000000000035,0
0.05970000000000034,0
0.05980000000000034,0
0.05990000000000033,0
0.060000000000000324,0
0.06010000000000032,0
0.060200000000000316,0
0.06030000000000031,0
0.0604000000000003,0
0.0605000000000003,0
0.06060000000000029,0
0.06070000000000029,0
0.06080000000000028,0
0.06090000000000027,0
0.06100000000000027,0
0.061100000000000265,0
0.061200000000000254,0
0.06130000000000025,0
0.061400000000000246,0
0.06150000000000024,0
0.06160000000000023,0
0.06170000000000023,0
0.06180000000000022,0
0.06190000000000022,0
0.06200000000000021,0
0.062100000000000204,0
0.0622000000000002,0
0.062300000000000195,0
0.06240000000000019,0
0.06250000000000018,0
0.06260000000000018,0
0.06270000000000017,0
0.06280000000000016,0
0.06290000000000016,0
0.06300000000000015,0
0.06310000000000014,0
0.06320000000000014,0
0.06330000000000013,0
0.06340000000000014,0
0.06350000000000013,0
0.06360000000000011,0
0.06370000000000012,0
0.0638000000000001,0
0.0639000000000001,0
0.0640000000000001,0
0.06410000000000009,0
0.06420000000000009,0
0.06430000000000008,0
0.06440000000000007,0
0.06450000000000007,0
0.06460000000000006,0
0.06470000000000006,0
0.06480000000000005,0
0.06490000000000004,0
0.06500000000000004,0
0.06510000000000003,0
0.06520000000000002,0
0.06530000000000002,0
0.06540000000000001,0
0.06550000000000002,0
0.0656,0
0.0657,0
0.0658,0
0.06589999999999999,0
0.06599999999999998,0
0.06609999999999998,0
0.06619999999999997,0
0.06629999999999997,0
0.06639999999999996,0
0.06649999999999995,0
0.06659999999999995,0
0.06669999999999994,0
0.06679999999999994,0
0.06689999999999993,0
0.06699999999999992,0
0.06709999999999992,0
0.06719999999999991,0
0.0672999999999999,0
0.0673999999999999,0
0.0674999999999999,0
0.0675999999999999,0
0.06769999999999989,0
0.06779999999999987,0
0.06789999999999988,0
0.06799999999999987,0
0.06809999999999986,0
0.06819999999999986,0
0.06829999999999985,0
0.06839999999999985,0
0.06849999999999984,0
0.06859999999999983,0
0.06869999999999983,0
0.06879999999999982,0
0.06889999999999982,0
0.06899999999999981,0
0.0690999999999998,0
0.0691999999999998,0
0.06929999999999979,0
0.06939999999999978,0
0.06949999999999978,0
0.06959999999999977,0
0.06969999999999978,0
0.06979999999999977,0
