x,y,z,w
1,0,0,0.0126984126984127
-1,0,0,0.0126984126984127
0,1,0,0.0126984126984127
0,-1,0,0.0126984126984127
0,0,1,0.0126984126984127
0,0,-1,0.0126984126984127
0,0.707106781186548,0.707106781186548,0.0225749559082893
0,-0.707106781186548,0.707106781186548,0.0225749559082893
0,0.707106781186548,-0.707106781186548,0.0225749559082893
0,-0.707106781186548,-0.707106781186548,0.0225749559082893
0.707106781186548,0,0.707106781186548,0.0225749559082893
0.707106781186548,0,-0.707106781186548,0.0225749559082893
-0.707106781186548,0,0.707106781186548,0.0225749559082893
-0.707106781186548,0,-0.707106781186548,0.0225749559082893
0.707106781186548,0.707106781186548,0,0.0225749559082893
-0.707106781186548,0.707106781186548,0,0.0225749559082893
0.707106781186548,-0.707106781186548,0,0.0225749559082893
-0.707106781186548,-0.707106781186548,0,0.0225749559082893
0.577350269189626,0.577350269189626,0.577350269189626,0.02109375
-0.577350269189626,0.577350269189626,0.577350269189626,0.02109375
0.577350269189626,-0.577350269189626,0.577350269189626,0.02109375
0.577350269189626,0.577350269189626,-0.577350269189626,0.02109375
-0.577350269189626,-0.577350269189626,0.577350269189626,0.02109375
0.577350269189626,-0.577350269189626,-0.577350269189626,0.02109375
-0.577350269189626,0.577350269189626,-0.577350269189626,0.02109375
-0.577350269189626,-0.577350269189626,-0.577350269189626,0.02109375
0.301511344577764,0.301511344577764,0.904534033733291,0.0201733355379189
-0.301511344577764,0.301511344577764,0.904534033733291,0.0201733355379189
0.301511344577764,-0.301511344577764,0.904534033733291,0.0201733355379189
0.301511344577764,0.301511344577764,-0.904534033733291,0.0201733355379189
-0.301511344577764,-0.301511344577764,0.904534033733291,0.0201733355379189
-0.301511344577764,0.301511344577764,-0.904534033733291,0.0201733355379189
0.301511344577764,-0.301511344577764,-0.904534033733291,0.0201733355379189
-0.301511344577764,-0.301511344577764,-0.904534033733291,0.0201733355379189
-0.301511344577764,0.904534033733291,0.301511344577764,0.0201733355379189
0.301511344577764,-0.904534033733291,0.301511344577764,0.0201733355379189
0.301511344577764,0.904534033733291,-0.301511344577764,0.0201733355379189
-0.301511344577764,-0.904534033733291,0.301511344577764,0.0201733355379189
-0.301511344577764,0.904534033733291,-0.301511344577764,0.0201733355379189
0.301511344577764,-0.904534033733291,-0.301511344577764,0.0201733355379189
-0.301511344577764,-0.904534033733291,-0.301511344577764,0.0201733355379189
0.301511344577764,0.904534033733291,0.301511344577764,0.0201733355379189
0.904534033733291,0.301511344577764,0.301511344577764,0.0201733355379189
-0.904534033733291,0.301511344577764,0.301511344577764,0.0201733355379189
0.904534033733291,-0.301511344577764,0.301511344577764,0.0201733355379189
0.904534033733291,0.301511344577764,-0.301511344577764,0.0201733355379189
-0.904534033733291,-0.301511344577764,0.301511344577764,0.0201733355379189
-0.904534033733291,0.301511344577764,-0.301511344577764,0.0201733355379189
0.904534033733291,-0.301511344577764,-0.301511344577764,0.0201733355379189
-0.904534033733291,-0.301511344577764,-0.301511344577764,0.0201733355379189
